ID,data_hora,latitude,longitude,volume_deslizado_m3,confianca,tipo_solo,cobertura_vegetal,temperatura_c,umidade_solo_percentual,precipitacao_mm_24h,declividade_graus,tipo_deslizamento
1,2023-05-02 17:38:16,-16.10017475408936,-40.356377801182624,45158.5685437023,0.7615510835892,silte,floresta,39.405337971982334,63.777785913590165,89.25787193026686,46.840252229788724,espalhamento
2,2020-07-21 13:39:16,-23.150938720221387,-69.71248957133963,34118.99223659302,0.6745693946248319,areia,area_exposta,12.627582851513623,70.32999396290663,145.41073647206974,39.86720155345035,queda
3,2022-02-13 20:44:01,-2.912519375239164,-38.74981124624239,10089.240117872307,0.76885076144061,areia,pastagem,36.864953926694895,32.76744643490466,176.04624573730484,12.8666573396805,fluxo
4,2015-03-20 12:22:47,-21.855936455353614,-47.28341488923578,39617.81794011901,0.6060748146948012,argila,agricola,14.458547037198006,77.8710351814256,171.4200648046332,31.513638846351334,profundo
5,2020-02-13 04:02:07,-2.8155496624260365,-71.4152202275041,31350.858629639824,0.559502835119573,areia,urbana,38.26589272609736,20.9167528985773,48.415655175634996,15.982696898017668,queda
6,2021-01-22 05:28:42,-5.382044206899476,-67.57183536177789,44151.128712059835,0.5706259761969866,silte,pastagem,16.790852554274736,71.60288991104207,43.98340377557881,57.57997151008326,fluxo
7,2019-04-24 14:21:05,-3.782570839496209,-47.96966876945454,46552.695685397426,0.5924543970517321,rocha,agricola,30.560935652940277,43.60263457925487,197.33096964687417,33.61809365033379,queda
8,2022-08-24 11:29:30,-15.942353492380082,-60.830233027406045,7641.614907973231,0.9848702069278689,rocha,urbana,33.72480679761318,62.67317126231391,21.675520032477902,46.88304582863987,profundo
9,2024-05-04 08:23:15,-24.404092276531657,-51.115353172375265,40472.00736575089,0.5770879923162293,argila,pastagem,38.3019721041684,55.12287000094065,158.09499909548754,33.48247393806278,espalhamento
10,2020-07-28 07:27:25,-11.82376463627358,-62.19372786328368,42092.82388592148,0.9995057271443979,areia,agricola,38.08241530252981,30.27315655618306,189.29714860828625,50.871368600272724,profundo
11,2022-11-18 23:20:53,-1.0462479665543967,-68.5243934504237,28916.68104391081,0.6483314939796827,areia,pastagem,12.20224740464995,68.40081423294163,8.339793964429365,15.104838771669883,queda
12,2015-05-13 02:18:57,-29.661451327517035,-56.01583616334957,31251.613599963395,0.8536554214434359,argila,pastagem,28.804965585069034,25.07171813974133,175.42982087822844,23.244982283067205,raso
13,2021-03-17 23:27:09,-4.495308988965338,-67.04873481243261,14680.769864855718,0.6707188537044588,areia,pastagem,23.61302353226411,21.310007034872072,133.65155708474248,29.402928807799377,espalhamento
14,2024-04-05 10:18:34,-11.123415717020244,-42.0157118358925,34818.50470991416,0.9011893088721608,silte,pastagem,36.86155940148556,71.63368366607571,188.7494294539168,28.811560222327056,raso
15,2016-02-21 13:22:42,-12.553901379083769,-67.39547528716739,44680.907828453186,0.8635391412399412,argila,agricola,22.982345224576527,43.21086778652847,149.87240399326328,6.954054834245961,espalhamento
16,2015-04-09 00:51:24,-30.58984246874989,-47.16809619678324,46544.011974582885,0.5150066296483689,areia,urbana,14.296746588797237,25.86843207977699,143.50571266704085,12.73741801516984,fluxo
17,2022-03-11 19:43:00,-31.16693230868087,-52.031007223207915,34187.573951869126,0.5623531704700117,misto,agricola,12.68618144273688,39.579072044661515,146.58815111353607,16.46343186543502,queda
18,2018-05-20 05:39:09,-19.851693966626073,-63.530397494368785,35557.757126670906,0.8995844239049362,misto,urbana,25.398788687810153,60.5016100042871,38.486191620335305,46.42782009230085,raso
19,2015-04-11 03:31:15,-23.457319507871244,-49.048762038511235,47294.232542379825,0.8752122469825855,rocha,area_exposta,17.783982720205493,33.38672177345613,4.396494893588554,34.28785353468927,espalhamento
20,2024-06-03 07:39:04,-21.75382651832859,-48.80682686644988,14931.989682804327,0.9775235557281494,silte,area_exposta,19.885971876640216,22.77126186900614,158.42123407043087,34.40037555756662,queda
21,2018-05-16 02:08:48,-8.369140925848377,-42.422017435221086,38417.61371076264,0.6882992337261578,misto,urbana,16.078006225492565,32.144966032264136,190.43455069959487,42.30403205699674,raso
22,2024-02-02 19:20:27,-28.078845679125347,-44.29012680493692,16138.984554243601,0.9729969039733628,areia,floresta,28.238201718355974,39.04271209206949,45.20506007512832,49.78619636213854,espalhamento
23,2024-08-30 06:04:21,-13.73244008648387,-49.048325196347804,48845.45875501925,0.7729365868053062,argila,area_exposta,38.058671154283765,28.330710272216077,121.76918115179363,17.238742312532473,fluxo
24,2022-11-04 20:50:56,-2.103379719048391,-51.13072298306934,45933.37049074242,0.7601094661697233,silte,pastagem,26.803125636710202,57.6633108135009,48.13548542810548,35.92335417938304,queda
25,2019-05-10 06:32:47,-19.95844573518228,-57.306510211817134,39741.25067265544,0.8301964729346825,areia,urbana,36.07874474119319,42.89321139426711,61.606104292743225,39.2484760276349,profundo
26,2017-11-08 21:30:58,-13.520604995850803,-41.132121307235124,7805.896307012718,0.764203603234215,misto,area_exposta,13.788801097630177,76.24647152407451,173.65369532706393,42.76980835187792,raso
27,2015-05-06 08:27:19,-0.017625902046660258,-66.31294315919729,37402.08633487007,0.9021614938786153,areia,urbana,20.786126708540564,79.62791748871479,187.574915499451,10.02648941987804,raso
28,2020-03-10 04:20:20,4.115164428626741,-61.275992815420494,12456.364613382071,0.962322377302143,rocha,area_exposta,21.26663488800245,34.89922572407353,32.137852061250946,35.833001363165856,fluxo
29,2017-05-31 11:12:06,1.1490666151266495,-58.02730790893324,23947.796987662066,0.909568324214052,silte,agricola,15.414227398575916,47.373612358541195,30.855540942196026,7.288017720044533,profundo
30,2016-02-03 02:02:11,-1.2358732563599375,-48.61961599130292,12534.707216722432,0.88485306012027,argila,urbana,26.477140680687352,41.72470019731553,91.78141912373661,25.126804264722804,queda
31,2015-05-10 01:21:46,-0.36770517523564195,-49.852442839874215,41172.29502958251,0.902105182784881,misto,floresta,28.044447207750796,35.9520333936745,87.12965648915996,9.411723401722895,espalhamento
32,2024-04-11 10:54:30,-19.20106782304434,-70.95866627394058,25528.03764114701,0.617759946516554,areia,urbana,21.27127497551442,54.39142901883638,94.25180813228127,36.778364458807445,fluxo
33,2016-04-18 16:05:40,-6.730233272474312,-70.53055788943222,48609.54454944184,0.5462781512497822,misto,agricola,20.549569326574655,57.45057717806811,138.1839427777872,19.26224101015098,queda
34,2017-04-17 04:16:18,-31.355250107895145,-57.86052986194,11441.056992039375,0.681793485200695,misto,urbana,28.597247447978553,58.971429410466804,87.48150961642702,10.675467113334527,profundo
35,2023-03-17 01:21:22,2.590501862618673,-57.017425704769025,31261.101805296694,0.5030979180458744,silte,area_exposta,25.214050835856455,59.19042665534893,88.66338004888293,34.98552010575244,fluxo
